time_mjd2000 mercury_x mercury_y mercury_z venus_x venus_y venus_z earth_x earth_y earth_z mars_x mars_y mars_z jupiter_x jupiter_y jupiter_z saturn_x saturn_y saturn_z uranus_x uranus_y uranus_z neptune_x neptune_y neptune_z sc_x sc_y sc_z
1.22798145e+04 -2.11391404e+07 4.25541424e+07 5.41652648e+06 6.29970253e+07 8.77442208e+07 -2.42731961e+06 1.19173926e+08 -9.35862298e+07 7.13438560e+03 1.19875042e+08 -1.71372888e+08 -6.52952975e+06 6.55533936e+08 -3.64921688e+08 -1.31479378e+07 -2.79167601e+08 1.32173218e+09 -1.18355164e+07 -9.95362809e+07 2.83697829e+09 1.18036880e+07 4.24681464e+09 1.36912031e+09 -1.26061900e+08 1.92939228e+08 -1.45843226e+08 -1.46336977e+07
1.22818230e+04 -2.99800361e+07 3.83756678e+07 5.88570549e+06 5.79440638e+07 9.11212484e+07 -2.08932154e+06 1.22213498e+08 -8.94870764e+07 6.82300560e+03 1.23452713e+08 -1.68564765e+08 -6.55834844e+06 6.56606124e+08 -3.62830750e+08 -1.31806319e+07 -2.80895973e+08 1.32138183e+09 -1.17606190e+07 -1.00725882e+08 2.83688142e+09 1.18187330e+07 4.24651910e+09 1.37002357e+09 -1.26073691e+08 1.98545370e+08 -1.44329270e+08 -1.49392765e+07
1.22838315e+04 -3.78128484e+07 3.28996169e+07 6.15638889e+06 5.27073410e+07 9.42092915e+07 -1.74469753e+06 1.25112541e+08 -8.52850264e+07 6.50367704e+03 1.26976370e+08 -1.65682892e+08 -6.58429764e+06 6.57672094e+08 -3.60736375e+08 -1.32132013e+07 -2.82623891e+08 1.32102933e+09 -1.16857025e+07 -1.01915466e+08 2.83678406e+09 1.18337758e+07 4.24622336e+09 1.37092677e+09 -1.26085476e+08 2.04098157e+08 -1.42776518e+08 -1.52408405e+07
1.22858400e+04 -4.44784022e+07 2.64021926e+07 6.23655552e+06 4.73032828e+07 9.69982315e+07 -1.39453450e+06 1.27867558e+08 -8.09848001e+07 6.17675608e+03 1.30444318e+08 -1.62728331e+08 -6.60735801e+06 6.58731834e+08 -3.58638583e+08 -1.32456454e+07 -2.84351350e+08 1.32067470e+09 -1.16107671e+07 -1.03105031e+08 2.83668620e+09 1.18488166e+07 4.24592744e+09 1.37182991e+09 -1.26097256e+08 2.09598457e+08 -1.41187037e+08 -1.55384848e+07
1.22878485e+04 -4.98918989e+07 1.91568532e+07 6.14078014e+06 4.17488860e+07 9.94788854e+07 -1.03993946e+06 1.30475203e+08 -7.65912377e+07 5.84260831e+03 1.33854883e+08 -1.59702186e+08 -6.62751172e+06 6.59785332e+08 -3.56537393e+08 -1.32779641e+07 -2.86078348e+08 1.32031792e+09 -1.15358128e+07 -1.04294579e+08 2.83658785e+09 1.18638553e+07 4.24563132e+09 1.37273299e+09 -1.26109029e+08 2.15047149e+08 -1.39562784e+08 -1.58323031e+07
1.22898570e+04 -5.40282164e+07 1.14172757e+07 5.88749302e+06 3.60616653e+07 1.01643039e+08 -6.82035955e+05 1.32932289e+08 -7.21092952e+07 5.50160835e+03 1.37206415e+08 -1.56605609e+08 -6.64474245e+06 6.60832577e+08 -3.54432824e+08 -1.33101569e+07 -2.87804883e+08 1.31995900e+09 -1.14608398e+07 -1.05484108e+08 2.83648900e+09 1.18788919e+07 4.24533502e+09 1.37363600e+09 -1.26120798e+08 2.20445124e+08 -1.37905608e+08 -1.61223872e+07
1.22918655e+04 -5.69062970e+07 3.40864257e+06 5.49683608e+06 3.02595985e+07 1.03483479e+08 -3.21960483e+05 1.35235784e+08 -6.75440393e+07 5.15413955e+03 1.40497287e+08 -1.53439798e+08 -6.65903544e+06 6.61873555e+08 -3.52324894e+08 -1.33422236e+07 -2.89530950e+08 1.31959794e+09 -1.13858482e+07 -1.06673619e+08 2.83638965e+09 1.18939265e+07 4.24503852e+09 1.37453895e+09 -1.26132560e+08 2.25793276e+08 -1.36217255e+08 -1.64088273e+07
1.22938740e+04 -5.85753492e+07 -4.67503711e+06 4.98917877e+06 2.43610689e+07 1.04994019e+08 3.91411937e+04 1.37382826e+08 -6.29006431e+07 4.80059361e+03 1.43725899e+08 -1.50205993e+08 -6.67037749e+06 6.62908256e+08 -3.50213623e+08 -1.33741637e+07 -2.91256548e+08 1.31923475e+09 -1.13108382e+07 -1.07863111e+08 2.83628981e+09 1.19089589e+07 4.24474183e+09 1.37544184e+09 -1.26144317e+08 2.31092502e+08 -1.34499379e+08 -1.66917117e+07
1.22958825e+04 -5.91039095e+07 -1.26698918e+07 4.38419961e+06 1.83848068e+07 1.06169525e+08 4.00117780e+05 1.39370716e+08 -5.81843813e+07 4.44137025e+03 1.46890679e+08 -1.46905478e+08 -6.67875700e+06 6.63936668e+08 -3.48099029e+08 -1.34059769e+07 -2.92981674e+08 1.31886941e+09 -1.12358098e+07 -1.09052584e+08 2.83618947e+09 1.19239893e+07 4.24444495e+09 1.37634467e+09 -1.26156068e+08 2.36343695e+08 -1.32753539e+08 -1.69711266e+07
1.22978910e+04 -5.85717989e+07 -2.04392357e+07 3.70038994e+06 1.23498285e+07 1.07005937e+08 7.59816240e+05 1.41196931e+08 -5.34006247e+07 4.07687678e+03 1.49990083e+08 -1.43539583e+08 -6.68416400e+06 6.64958779e+08 -3.45981131e+08 -1.34376629e+07 -2.94706326e+08 1.31850194e+09 -1.11607633e+07 -1.10242038e+08 2.83608864e+09 1.19390175e+07 4.24414788e+09 1.37724744e+09 -1.26167814e+08 2.41547745e+08 -1.30981214e+08 -1.72471562e+07
